filename,runIndex,vertices,triangulations,timeSeconds,peakMemoryBytes,memoryPerVertex,startTime,endTime,status
case_001.txt,1,3,1,0.000259069,147456,49152.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_001.txt,2,3,1,0.000145913,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_001.txt,3,3,1,0.000163660,4096,1365.333333,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_001.txt,4,3,1,0.000080238,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_001.txt,5,3,1,0.000096045,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_002.txt,1,4,2,0.000071105,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_002.txt,2,4,2,0.000065625,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_002.txt,3,4,2,0.000118273,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_002.txt,4,4,2,0.000084287,4096,1024.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_002.txt,5,4,2,0.000064972,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_003.txt,1,5,10,0.000112649,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_003.txt,2,5,10,0.000075093,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_003.txt,3,5,10,0.000156169,4096,819.200000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_003.txt,4,5,10,0.000133889,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_003.txt,5,5,10,0.000101787,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_004.txt,1,6,68,0.000234699,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_004.txt,2,6,68,0.000461586,4096,682.666667,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_004.txt,3,6,68,0.000369243,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_004.txt,4,6,68,0.000160910,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_004.txt,5,6,68,0.000316622,4096,682.666667,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_005.txt,1,7,546,0.000612234,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_005.txt,2,7,546,0.000521070,4096,585.142857,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_005.txt,3,7,546,0.000511201,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_005.txt,4,7,546,0.000559325,4096,585.142857,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_005.txt,5,7,546,0.000598881,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_006.txt,1,8,4872,0.004014538,4096,512.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_006.txt,2,8,4872,0.004389535,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_006.txt,3,8,4872,0.004067809,4096,512.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_006.txt,4,8,4872,0.004761720,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_006.txt,5,8,4872,0.004570185,4096,512.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_007.txt,1,9,46782,0.030723189,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_007.txt,2,9,46782,0.030452053,4096,455.111111,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_007.txt,3,9,46782,0.026970741,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_007.txt,4,9,46782,0.027546553,4096,455.111111,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_007.txt,5,9,46782,0.028345632,4096,455.111111,2026-09-01 19:25:03,2026-09-01 19:25:03,completed
case_008.txt,1,10,474180,0.259844310,0,0.000000,2026-09-01 19:25:03,2026-09-01 19:25:04,completed
case_008.txt,2,10,474180,0.253354260,4096,409.600000,2026-09-01 19:25:04,2026-09-01 19:25:04,completed
case_008.txt,3,10,474180,0.254628592,0,0.000000,2026-09-01 19:25:04,2026-09-01 19:25:04,completed
case_008.txt,4,10,474180,0.248971266,4096,409.600000,2026-09-01 19:25:04,2026-09-01 19:25:04,completed
case_008.txt,5,10,474180,0.248020595,4096,409.600000,2026-09-01 19:25:04,2026-09-01 19:25:05,completed
case_009.txt,1,11,5010456,2.722222940,0,0.000000,2026-09-01 19:25:05,2026-09-01 19:25:07,completed
case_009.txt,2,11,5010456,2.644666561,4096,372.363636,2026-09-01 19:25:07,2026-09-01 19:25:10,completed
case_009.txt,3,11,5010456,2.654002984,4096,372.363636,2026-09-01 19:25:10,2026-09-01 19:25:13,completed
case_009.txt,4,11,5010456,2.661896042,4096,372.363636,2026-09-01 19:25:13,2026-09-01 19:25:15,completed
case_009.txt,5,11,5010456,2.680097692,0,0.000000,2026-09-01 19:25:15,2026-09-01 19:25:18,completed
case_010.txt,1,12,54721224,25.280168043,4096,341.333333,2026-09-01 19:25:18,2026-09-01 19:25:43,completed
case_010.txt,2,12,54721224,25.904311381,4096,341.333333,2026-09-01 19:25:43,2026-09-01 19:26:09,completed
case_010.txt,3,12,54721224,25.201670557,4096,341.333333,2026-09-01 19:26:09,2026-09-01 19:26:34,completed
case_010.txt,4,12,54721224,26.300709296,4096,341.333333,2026-09-01 19:26:34,2026-09-01 19:27:01,completed
case_010.txt,5,12,54721224,25.019133795,4096,341.333333,2026-09-01 19:27:01,2026-09-01 19:27:26,completed
case_011.txt,1,13,613912182,300.566201699,4096,315.076923,2026-09-01 19:27:26,2026-09-01 19:32:26,completed
case_011.txt,2,13,613912182,316.163023786,4096,315.076923,2026-09-01 19:32:26,2026-09-01 19:37:42,completed
case_011.txt,3,13,613912182,307.431567727,4096,315.076923,2026-09-01 19:37:42,2026-09-01 19:42:50,completed
case_011.txt,4,13,613912182,289.797218148,0,0.000000,2026-09-01 19:42:50,2026-09-01 19:47:40,completed
case_011.txt,5,13,613912182,290.269823670,4096,315.076923,2026-09-01 19:47:40,2026-09-01 19:52:30,completed
case_012.txt,1,14,N/A,600.000421404,4096,292.571429,2026-09-01 19:52:30,2026-09-01 20:02:30,timeout
case_012.txt,2,14,N/A,600.000293672,16384,1170.285714,2026-09-01 20:02:30,2026-09-01 20:12:30,timeout
case_012.txt,3,14,N/A,600.000259268,16384,1170.285714,2026-09-01 20:12:30,2026-09-01 20:22:30,timeout
case_012.txt,4,14,N/A,600.001600040,16384,1170.285714,2026-09-01 20:22:30,2026-09-01 20:32:30,timeout
case_012.txt,5,14,N/A,600.000207509,16384,1170.285714,2026-09-01 20:32:30,2026-09-01 20:42:30,timeout
case_013.txt,1,15,N/A,600.000222669,20480,1365.333333,2026-09-01 20:42:30,2026-09-01 20:52:30,timeout
case_013.txt,2,15,N/A,600.000206923,20480,1365.333333,2026-09-01 20:52:30,2026-09-01 21:02:30,timeout
case_013.txt,3,15,N/A,600.000761206,20480,1365.333333,2026-09-01 21:02:30,2026-09-01 21:12:30,timeout
case_013.txt,4,15,N/A,600.005054220,20480,1365.333333,2026-09-01 21:12:30,2026-09-01 21:22:30,timeout
case_013.txt,5,15,N/A,600.000396035,24576,1638.400000,2026-09-01 21:22:30,2026-09-01 21:32:30,timeout
