filename,runIndex,vertices,triangulations,timeSeconds,peakMemoryBytes,memoryPerVertex,startTime,endTime,status
case_001.txt,1,12,54721224,19.900599778,282624,23552.000000,2026-09-06 07:29:11,2026-09-06 07:29:31,completed
case_001.txt,2,12,54721224,19.124016731,278528,23210.666667,2026-09-06 07:29:31,2026-09-06 07:29:50,completed
case_001.txt,3,12,54721224,19.379870688,151552,12629.333333,2026-09-06 07:29:50,2026-09-06 07:30:09,completed
case_001.txt,4,12,54721224,19.079946311,159744,13312.000000,2026-09-06 07:30:09,2026-09-06 07:30:29,completed
case_001.txt,5,12,54721224,19.184210427,151552,12629.333333,2026-09-06 07:30:29,2026-09-06 07:30:48,completed
case_002.txt,1,19,1096912072,360.004502948,0,0.000000,2026-09-06 07:30:48,2026-09-06 07:36:48,time_limit_exceeded
case_002.txt,2,19,1097170793,360.049656260,0,0.000000,2026-09-06 07:36:48,2026-09-06 07:42:48,time_limit_exceeded
case_002.txt,3,19,1092590054,360.016729174,0,0.000000,2026-09-06 07:42:48,2026-09-06 07:48:48,time_limit_exceeded
case_002.txt,4,19,1090560271,360.014577779,0,0.000000,2026-09-06 07:48:48,2026-09-06 07:54:48,time_limit_exceeded
case_002.txt,5,19,1100336680,360.037228174,0,0.000000,2026-09-06 07:54:48,2026-09-06 08:00:48,time_limit_exceeded
case_003.txt,1,22,1030065428,360.019526804,0,0.000000,2026-09-06 08:00:48,2026-09-06 08:06:48,time_limit_exceeded
case_003.txt,2,22,1011798726,360.024123690,0,0.000000,2026-09-06 08:06:48,2026-09-06 08:12:48,time_limit_exceeded
case_003.txt,3,22,1076047780,360.031413065,0,0.000000,2026-09-06 08:12:48,2026-09-06 08:18:48,time_limit_exceeded
case_003.txt,4,22,1064869270,360.003619582,0,0.000000,2026-09-06 08:18:48,2026-09-06 08:24:48,time_limit_exceeded
case_003.txt,5,22,1079643290,360.027087862,0,0.000000,2026-09-06 08:24:48,2026-09-06 08:30:48,time_limit_exceeded
case_004.txt,1,26,866357519,360.002670563,0,0.000000,2026-09-06 08:30:48,2026-09-06 08:36:48,time_limit_exceeded
case_004.txt,2,26,863482631,360.045873668,0,0.000000,2026-09-06 08:36:48,2026-09-06 08:42:48,time_limit_exceeded
case_004.txt,3,26,867438750,360.013236000,0,0.000000,2026-09-06 08:42:48,2026-09-06 08:48:48,time_limit_exceeded
